x,y,z
-0.14709600124114539,0.6893438531193666,A
-0.008490282654778684,0.8741844729769495,A
-0.8697065470764207,-0.01779045062023569,A
-0.8744264626880194,0.016670420487578552,A
-0.3976133796692941,0.8668438967904754,A
0.85554363363736,-0.20697434723236974,A
-0.4460237029695243,-0.5001800466459058,A
0.5182885186471785,0.5343846090330523,A
-0.7869208440168372,0.41319668198202253,A
0.7196752060327553,-0.42979452549869535,A
-0.8796416803722713,0.18048066934978554,A
0.711115263607957,-0.4628473365774901,A
-0.6220651480337815,-0.43861680932607194,A
-0.6592746113563948,-0.7176445962291828,A
0.5202736196500333,-0.5599399898191315,A
-0.9456782760912213,-0.01634071933580443,A
0.7582860554170662,-0.07824565743429943,A
-0.3405487298041955,0.6747872110393354,A
-0.7241914177526015,0.08513724732070899,A
-0.46351310783327476,0.5823955495614187,A
-0.5376230493365591,-0.5546283172326181,A
-0.0405036364425629,-0.7667278027405746,A
-0.6589996218313281,-0.28994006131433103,A
0.6753672490824786,-0.08193004189756661,A
-0.6553519324348769,-0.3433759309766205,A
-0.8690430999922851,0.35014373795042925,A
0.11288389861625317,0.83445652577979,A
0.844978284910571,0.47956403798325165,A
0.5560442500024714,-0.7626563935764366,A
0.06565005893661705,0.6790754972140212,A
0.8166163934862665,-0.060824371063526325,A
-0.6057198722939775,-0.45121208413663966,A
0.7684317927689007,-0.0060797563351683796,A
-0.5933158855408247,0.5888637824833475,A
-0.6841110863659787,-0.24691018382654034,A
-0.8310404658823096,0.3946101071961702,A
-0.6521648642316562,-0.33683807060898674,A
-0.686468469648532,0.309913988629049,A
0.15698014618210052,0.9849549453195882,A
0.8055696677059453,0.4763083097868876,A
-0.5536692603964768,-0.646601951454742,A
-0.8006691814622855,0.37053963690290603,A
0.6917722438587138,0.34006117858306784,A
0.2826159908747137,-0.8271149933085673,A
-0.35387570308179817,0.6915281278767378,A
0.03819004050395398,-0.8332904850348012,A
-0.7702599581733129,-0.4507845606102782,A
-0.21188637233054014,-0.8009493530523084,A
-0.6708417477766593,0.33138638720021446,A
-0.5113249180876682,0.76710035327783,A
0.039606970916669405,-0.6904335990967505,A
-0.684043814978633,0.3538044066155274,A
-0.8403673369695324,-0.33815626839607305,A
0.6223964840326359,0.5566602590968484,A
-0.23478174598269266,0.678474613062871,A
-0.8274165758956684,0.11085710707639161,A
-0.46663366658799127,0.6882056068744349,A
-0.7395632806346208,-0.5424109724815301,A
0.6438650326413151,0.3336053241641708,A
0.9134473564786989,-0.2592142753938415,A
0.9457086275156811,0.13281737133688254,A
0.3710234173632267,-0.5709805839805353,A
-0.5201906509246289,-0.571266936444001,A
-0.24759401758581134,0.6242717298531204,A
-0.03484442827707751,-0.7457820100134115,A
-0.5798658979309597,-0.691255042554745,A
0.768744844593014,-0.03617569413858221,A
0.5791123765395538,0.6034103535003801,A
0.5081886629260328,-0.45811748467512475,A
0.31516360885366007,-0.7947955105776018,A
0.3086437071860151,-0.636575738640307,A
0.48932449314325893,-0.8309416492404097,A
-0.07275281321852808,-0.6679202814701849,A
0.9225190436113165,-0.09865644804957736,A
-0.44693549880461503,-0.53478770781761,A
-0.44666825619269956,-0.7112686720343592,A
-0.7823738872685617,-0.1409034602741637,A
-0.28405524591686965,0.6291777563856996,A
0.08662718080332696,-0.7689101714040814,A
-0.8774825728098379,-0.14638459273060936,A
-0.1082517449896249,-0.9694663225041185,A
-0.292117541450862,0.7706386103002227,A
-0.5888474123375061,0.4046677457378152,A
0.23970855897216256,0.8136670118899515,A
0.7293444435508493,-0.06601731525852067,A
-0.8835692005702416,-0.39102515096776896,A
-0.15113157106072628,0.7822375603940586,A
0.3057627757859951,0.7072553630384502,A
0.0364679649384827,-0.7193657733381087,A
-0.8816810767483546,-0.39331075164742313,A
0.6577949339034705,-0.2986315026948305,A
-0.622383313212226,-0.7398792373468221,A
-0.21672742638828632,-0.6778437533914307,A
-0.7047787660059837,0.09253450839204581,A
0.41377329630603943,-0.5671692336342489,A
-0.739610350676887,0.3926115529048012,A
0.7520953275618656,0.1502993697010057,A
-0.03458195274860552,0.6750114613765082,A
-0.39137235103348167,0.6632503986250674,A
0.6107456236163591,0.6801586912069754,A
-0.678804333016147,0.0019346958631518067,A
0.2751515856215514,-0.8096961926743653,A
-0.3958557765360163,0.649148354637721,A
-0.7338431457830381,-0.04117494682844301,A
-0.7111006870074923,0.024858498588935195,A
0.22593119537419987,-0.7418092912530202,A
-0.655968522798167,-0.29350038197291284,A
0.55655615396734,0.4412926712804871,A
0.2877411992526892,-0.75934229180824,A
-0.6203140176257491,-0.27826430143668174,A
0.21258962845736026,0.879192312492819,A
-0.0018520021055850914,-0.7005536426917789,A
-0.3459968151239266,0.9205776145067431,A
-0.7060314367963636,0.04656484973857131,A
0.7385992063184931,-0.04782052563613317,A
-0.8627381430062017,0.4456870825881274,A
0.03452574922940478,0.9813619439539084,A
0.15581761056567212,0.7438135436517908,A
-0.26432149649701403,-0.6569339654735877,A
0.9252571170997824,-0.11563103766452679,A
-0.9053354142481974,0.13155950765575353,A
0.14314513569682105,-0.9614214560735447,A
-0.8913518066561403,-0.4493301943742738,A
0.9584317039299372,-0.20830100864037332,A
0.24085546088248083,-0.7931177876290393,A
-0.14002186543940143,0.10847547261620849,A
0.01165222943576667,-0.1983337194403369,A
0.07083065699361656,0.05200857911678329,A
-0.0819535333443966,0.04414682732975633,A
-0.011872373512216164,-0.018139522573238653,A
