x1,x2,x3,x4,x5,a
-3.30742097428922,1.4394022531822899,-0.1652728297819692,0.21502462886791454,0.6910933491309146,A
-2.203249813420224,-0.3324550711941855,-2.0207570604794944,0.2905387432289205,-0.25692986617101427,A
-2.509660694761862,1.0282507242941916,0.9800540552553049,-0.7228631990496803,-0.25032697580580027,A
-3.7464971904980016,2.748618390858532,-0.17569622422135775,-0.5663856019167631,-0.3109643979183333,A
-1.0060704895977017,0.8673840350754053,2.020987256551852,0.4086131396933872,0.29761795846868394,A
-3.041673725611269,2.1164309168310735,-0.6276253711399864,0.5141870345752627,-0.6302408997615414,A
-2.442200514825139,1.1715453427353486,-0.9743463764348981,0.06564532699525755,-1.024870871206103,A
-2.0536437885938037,1.6044371435937697,0.1458704001562466,1.1892532694404796,0.07668716850437612,A
-2.5038113458622293,0.9154884741383091,-1.7659873885920068,-0.05611207579344907,-0.8897471068353384,A
-2.745882382732541,0.7872170290018983,-0.9814788553712214,-0.34839877714308026,-0.4672350614657297,A
-3.4699483745007775,1.2986698452333454,-0.42154608562726315,-0.026766255576549214,-0.3374229485548123,A
-1.7498168777295418,0.6102557704023291,-1.1875284443033078,0.8876603544925231,-0.7364950947296787,A
-2.10751728679335,0.673805614310874,-0.8626529849997497,0.3554353694580925,-1.2065252603655485,A
-3.448429214077155,1.127449476409514,-1.2008887892803863,-0.1620010772482161,-2.017435863391031,A
-4.3006522824331315,2.0900797111292557,-1.260357435181892,-0.3049130665104627,-1.0267961441431408,A
-2.2987038329874867,1.657875063256499,0.21728966750242626,1.436537726678133,-0.46822928494251576,A
-2.165845682809647,2.3207587540635144,0.8293902555398718,0.9100341775815237,-1.1461709257704067e-4,A
-1.8936294749078204,1.6267799275589967,0.792677743528564,1.0793357115710451,-0.4374711601650575,A
-3.5320216723838573,2.511259706836818,-0.4840929395387671,0.9077621189594115,-1.1498357894573243,A
-2.0786585582209836,1.0581530706706475,-0.16428325513842024,-0.48363314814167024,0.8800288984114212,A
-3.1156137623839215,0.7846836072979928,-0.3638606756588525,0.02548978698320499,0.96967825619319,A
-1.0835136063891342,0.2410635399960877,0.934325978075667,-1.0270127611510103,0.3150828841781896,A
-2.528092633765715,-0.09158227809738939,-0.31105520990416835,0.048255113645488706,-0.42837316874357745,A
-1.6403610793700922,-0.5148266657837208,0.14348035379962734,0.4125562527277392,-0.3746630851279776,A
-1.7566206560615223,-0.316256810150092,0.8877813227614773,0.11479179737973362,-0.5551025444062903,A
-0.9872940634572188,0.938021292616494,3.810160003758201,1.3178437193098405,0.15855743712771742,A
-1.77028386961871,0.6842449613073429,-0.08645652300567644,0.23225162615194195,-1.1397276527607691,A
-1.2319487845303714,-0.08955441908423234,-1.3829952810644541,0.4942883920441862,-0.37488389601603433,A
-2.1822504675895766,0.6876298991801435,1.3906440407844847,0.7753047693138672,-0.8083039404215205,A
-2.24976267059306,0.19092336497059004,-1.0895836726362589,-0.28534736854705656,-0.48171439819311035,A
-2.4931870441337214,1.237343437448479,1.3821190625909305,0.3658332484697673,-0.6205822759416311,A
-2.6698796371732296,1.4677333463513103,-0.3313270943763047,0.3483711621449222,-0.08635074375670077,A
-1.6239980127950069,0.052556195849637555,-0.16665858237101866,0.7472064658409204,-0.6342735392504606,A
-1.8973386973116348,1.6284667254316325,1.1687851165283356,2.3338455402897904,-0.18628855427225127,A
-1.4064211811087508,0.6959710736769378,0.47839353437958787,1.0571042518965559,0.09888181066019214,A
-1.8984708735346238,0.1762138728924967,0.4495668658230915,-0.2833143565121326,-0.16249107741801466,A
-1.3809666889579075,0.6567871359160148,0.4571490182951092,1.2810444786022088,-0.20443490412610943,A
-1.119050702611551,0.11378877580647018,-0.03899727006764213,0.9537109191467303,-0.34124861365280335,A
-1.4979689099672988,-0.7672676364432816,-1.4221655873220316,0.7553772638646282,-0.16537762445167464,A
-2.522684900799987,1.7979302304986182,-0.3421871201505826,-1.1836354020937887,1.2942447997362125,A
-2.580815255523194,0.7774232863343498,-0.11814419550667,-0.4746325582302877,0.4021874932596262,A
-0.6666015906093649,0.16948284982576903,-0.7811589922246783,-1.3093901444353098,-0.3707176678271799,A
-3.062168978953415,1.152667420051711,-0.3118783126163144,-0.5487367150016296,-0.30327016381057625,A
-0.46090896859018626,0.32981177273411355,-0.20090975393504998,-1.43245308491019,0.28242818123653657,A
-2.09544094293404,-0.07080917675823414,-0.6540045466489225,-0.7556133440756096,0.47021131661950255,A
-1.1329702044857721,1.7721084874548785,0.02862498812610506,-0.6898851285614747,-0.060752829306297454,A
-2.718931184836574,1.187983532880013,-0.5382549086008035,-1.385641944378884,-0.49549685113305836,A
-2.8134030017221305,0.6444407091857275,-1.1523019052426822,-0.9848846707803501,-0.009948952887738588,A
-2.0041972508214205,1.2435216352751488,-0.057132823097624824,-0.22999432064387082,-0.3835690681530924,A
-2.6998752798847514,1.7470392190832174,-0.6413045687209711,0.09994957430041773,-0.49332143134705053,A
-3.205874088435235,0.16652225568370754,-1.9680201311265506,-1.1175315166550956,0.012243659417977087,A
-2.850917729698512,0.743182375634168,0.004706226464236629,0.21467099585967198,-0.7566740076926182,A
-3.495743283348391,1.6081973242465915,-0.5193096199166695,-0.10623674255433946,-0.5999919386244155,A
-2.2185331645329196,1.8698932549380456,0.33859471526845375,1.203571448623782,-0.575022180192877,A
-2.1409484646984898,1.0138914715076077,-0.9550686278877916,0.23964218834466555,0.8776288187556909,A
-2.4623833955406336,1.3252698832421659,0.5119931816713303,-0.2546303390667184,0.9095743021841352,A
-2.733806174910111,1.4325078506595008,-0.6107505416832127,-0.20516868477134476,0.43304230303530983,A
-2.1676263071058437,1.2087899891028369,0.26104322114957024,0.5030071631954662,-0.6934656296587228,A
-3.130549247832408,1.7267082790131398,-0.2848578627472581,-0.22991863957406838,0.07482975032051847,A
0.9259699188279132,-3.0648406153644165,-4.572166473843192,1.048885610027664,0.455838258444033,B
1.5381412259602445,-1.3775575833553653,-0.8722226768757713,2.8819899979961145,-0.9752572409888816,B
1.8310844937032615,-0.82764942328859,-1.6011854342330343,1.448020161965962,-0.2932485782861618,B
-0.03052073874288745,-1.259233996122153,-1.7793885686600857,1.203182038325194,-0.3924971347828111,B
-2.0444943342456687,-1.9196175936288782,-0.007348049383721633,-0.7192928638291637,-0.0808984436665777,B
0.6079658284858518,-1.9026915404301774,0.677446941398767,2.147019606008956,-0.049762178094451937,B
-0.8976955472246824,-0.7617626325775968,0.5717484682353129,0.6774506273105882,-0.1422318295768709,B
-2.2421822635269963,-1.8792912293663513,-2.0261247379650755,-1.403667656194065,-0.7299478606701825,B
-0.18286817748655443,-2.4203186859475636,-1.0667364247221696,-0.12705955222571697,-0.5330698329836002,B
0.8105186514379258,-0.2198936931646337,-0.7050166284413532,2.481988186599024,-0.5819183093481497,B
-1.9700631868086604,-1.3993358666453541,-1.234793016667563,1.1490651139815267,4.174879906676841,B
1.5677936617244457,-0.8824937279348977,-0.6272286135332935,1.1685500675369438,0.9626291084973551,B
-1.6530188409215574,-0.9540210185768474,1.9470917044132912,-0.15178075628994758,-0.784946941926034,B
0.7233319553350412,-1.0606534245943209,0.08010625846705716,0.07580559269367201,-0.17965897394885158,B
-2.555019768813631,0.25946662641804047,3.3649019772981386,0.976644435533757,1.9752267229240106,B
-1.8274126580937764,-1.2842554672020625,0.45699091084476434,-0.1708687532554694,0.9984058502533577,B
0.8655512868166615,-2.437226063141411,-1.5589356085542156,0.829121008452287,0.7059884717216228,B
-0.3689735740914738,-2.1478481530980833,-2.442496358991737,0.1258041660098354,0.09503176903637578,B
1.4532775232974233,-1.3794604765040264,-0.22666750049154888,0.6943980567315469,1.0643597513487422,B
-1.25937829459057,-0.7686811725665025,-1.1808933588287827,0.9232777877963648,2.6062411509804866,B
-0.37509228159086494,-1.0241543866529295,1.7894185593829097,-0.9757919352287195,-0.1361850266841692,B
-0.7599202601891422,-3.3655599689064912,-0.3564645119004495,0.36570131496591457,-0.15400613982521633,B
-1.031667756147988,-1.4466289714029432,-0.3619906409775402,-0.2957614728043533,-0.30502679335888744,B
0.49348469453825783,-2.374545219470903,1.3319858040701655,1.0380506279143666,-1.0391951890581488,B
2.5318350811618298,-0.0871973839420378,0.47291734964049137,-0.7564675499973605,-1.1246439894299698,B
-0.8329704356893096,-1.4695251970529912,0.6083774159614254,-0.5813120661008783,0.8966554261661023,B
