x0,x1,x2,x3,x4
A,0.8838787921773879,1.2186048658641684,1.333169297205826,0.9688925435937241
A,0.28027441333937614,-0.04762166701803658,-0.04935983965035176,2.473491565626484
A,0.26984806932529587,0.0231577305268936,-0.2606191370521084,3.010090571433185
A,-0.6873590649547764,0.11759117698947899,0.014567764666721716,2.192358654415707
A,2.2400725696217973,3.576513126685888,1.5794012428437876,1.1773795084643681
A,0.14713408782403362,0.039075480836787954,-0.08510645593207122,1.6427710253112282
A,1.695438646151631,2.062824204146606,1.2513971716519379,2.535797856620292
A,0.692396485714067,-0.09900670265784793,-0.06689058464247177,1.0076997577729607
A,-0.6321088582636839,0.48554541828958736,-0.8439769282412252,1.1215307707297932
A,-0.22175616574581836,0.2782162892920851,-0.4162740700911035,1.193510915052
A,1.5881261451169715,2.9318455714961464,1.8611397735243684,-1.124169867441783
A,1.6884114709696967,3.7991101400600247,2.191893375841964,2.657752589143879
A,-0.496700466788362,-0.07500463894514804,0.18317423176990938,2.9780517247366878
A,-0.35232368104013656,-0.09429274826132042,0.09385693961811484,1.8826285424343605
A,-1.454871099340986,1.6635433681903888,-1.0449695067124671,0.5933205299958488
A,0.4162578471056397,0.5559668782744925,1.246363494402679,1.0780993454816552
A,0.0922119919554801,0.039573344522450093,0.11551042290328643,1.0093159650386117
A,-1.5843979974860165,2.2973856076506625,-1.3755895082983547,2.6820441689792878
A,0.3439569564074126,0.0691745018315853,0.1992203613500665,2.022966470847261
A,0.31007002794460925,0.12600713270713773,0.5112626300304852,1.4475177360299298
A,-0.5982063010037384,0.35450826687972947,-0.4723342393820153,1.915528270158727
A,-0.8811846237606917,0.877714011194281,-0.9540971946803942,0.9115523302053936
A,1.1446065640668075,1.2034566300869103,1.1355282050139417,1.6070555215483846
A,-0.506185235978895,0.08913043219135276,-0.02325270152198733,2.3504565705765303
A,-0.7477618705212944,0.07083391560782838,-0.14842469940182673,1.351508166546928
A,2.0194013856173543,5.18246507175819,2.6329587377398047,1.427500650244583
A,0.790235396763225,1.1501914230231909,1.5937822957364205,1.2403923141531301
A,-0.24327882339130563,0.29285938473180073,-0.6895808194122879,1.0586384312329442
A,-0.3275858904532893,-0.005283043143459815,-0.26571432629764313,3.365548246246397
A,-2.1525010038864676,4.030042139897033,-1.9429569864059641,2.850706363024517
A,1.2544893647047222,1.7858785111871147,1.3262114998481196,0.8320151381677732
A,-2.1708729151801838,4.236573379786215,-1.9707215494446253,2.236689869019025
A,-0.20024385103694897,-0.1306917235165826,0.14290606973971923,1.7134273289537434
A,-1.1123510895891853,1.1377960860315677,-0.936261973320098,4.778199199374193
